,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
12558,0,icmp,20,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,60,32,0.53,0.07,0.02,0,0,0,0,0
16232,0,icmp,61,2,122,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,253,0.99,0.01,0,0,0,0,0.02,0.02
975,0,icmp,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,3,0,0,1,1,0.01,0.06,0,255,3,0.01,0.07,0,0,0,0,1,1
9108,31,icmp,25,2,227,189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0
11108,0,icmp,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,1,1,0,0,1,0,0,255,255,1,0,0,0,0.52,0.52,0.45,0.45
6174,0,icmp,55,2,7074,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,3,155,1,0,0.33,0.02,0,0,0,0
18538,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2,1,1,0,0,0.01,0.11,0,255,2,0.01,0.1,0,0,1,1,0,0
18391,287,icmp,20,2,159,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,255,54,0.21,0.02,0,0,0,0,0.59,0
10406,0,udp,50,2,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,1,0,0,255,255,1,0,0.22,0,0,0,0,0
22162,0,icmp,5,2,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,142,4,0.03,0.03,0.01,0,0,0,0,0
20041,0,udp,50,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0
12834,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1,0.24,0,0.73,1,0.01,1,0,255,1,0,0.44,0,0,0.18,0,0.74,1
2430,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,14,0,0,1,1,0.1,0.06,0,255,14,0.05,0.05,0,0,0.27,0,0.73,1
13372,0,icmp,25,2,264,7223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
17039,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,0,0,0,1,0,0,255,28,0.11,0.85,0.11,0,0.15,0,0.73,0
11805,0,icmp,25,2,307,6156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,113,249,1,0,0.01,0.01,0,0,0,0
15476,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,5,1,1,0,0,0.02,0.07,0,255,5,0.02,0.07,0,0,1,1,0,0
7986,0,udp,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0.03,0.97,0,255,1,0,0.7,0.97,0,0,0,0.03,0
5292,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1,0,0,1,1,0.01,0.54,0,190,1,0.01,0.52,0.96,0,0,0,0.96,1
19364,0,icmp,19,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,31,9,0.03,0.13,0.03,0.22,0.06,0.11,0,0
4774,0,icmp,25,2,279,877,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26,255,1,0,0.04,0.03,0,0,0,0
14411,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,17,0.02,0.06,0.98,0.94,0.07,0.05,0,255,16,0.06,0.06,0,0,0.02,0.06,0.98,0.94
7845,0,icmp,25,2,177,1531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,242,0.95,0.01,0,0,0,0,0,0
81,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1
4540,0,icmp,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,1,1,0,0,1,0,0,255,255,1,0,0,0,0.37,0.37,0.63,0.63
3264,0,icmp,25,2,218,24815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0.43,4,255,1,0,0.25,0.04,0,0,0,0
832,0,udp,50,2,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,252,0.99,0.01,0.01,0,0,0,0,0
15412,0,icmp,25,2,196,1560,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0,0,1,0,0.1,215,255,1,0,0,0.01,0,0,0,0
18975,0,udp,50,2,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0,0,0,0,1,0,0,255,255,1,0,0.86,0,0,0,0,0
16215,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,122,0.48,0.47,0,0,0.37,0.77,0.46,0.02
2635,0,icmp,25,2,245,10082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,0.33,255,255,1,0,0,0,0.01,0.01,0,0
2461,4,icmp,61,2,24,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0.75,0.46,0.5,0.75,0.54,34,83,0.32,0.15,0.03,0.02,0,0,0.85,0.71
14134,0,icmp,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,10,1,1,0,0,0.07,0.07,0,255,10,0.04,0.06,0,0,1,1,0,0
52,0,icmp,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,7,0,0,1,1,0.03,0.06,0,255,7,0.03,0.07,0,0,0,0,1,1
2337,0,icmp,25,2,247,5480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,1,0,0.4,255,255,1,0,0,0,0,0,0,0
22060,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0.02,0,0.98,1
20953,795,icmp,25,5,61504,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,40,0,0,1,1,1,0,0,255,254,1,0.01,0,0,0.01,0.01,0.55,0.55
513,0,udp,50,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0
14097,0,icmp,25,2,339,493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,102,255,1,0,0.01,0.01,0,0,0,0
12669,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,359,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
928,0,icmp,20,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,74,42,0.57,0.05,0.01,0,0,0,0,0
13701,0,icmp,25,2,191,12783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,1,0,0.15,2,255,1,0,0.5,0.05,0,0,0,0
7035,0,icmp,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,1,1,0.03,0.07,0,255,3,0.01,0.06,0,0,0,0,1,1
5704,0,udp,12,2,86,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,255,227,0.89,0.01,0.12,0,0,0,0,0
10191,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,1,1,0.03,0.07,0,255,3,0.01,0.05,0,0,0,0,1,1
21943,0,icmp,25,2,230,1582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,28,255,1,0,0.04,0.03,0,0,0,0
10479,0,icmp,25,2,252,833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
16460,0,icmp,25,2,248,3463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,5,225,1,0,0.2,0.05,0,0,0,0
4672,2077,icmp,25,7,72564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0.07,0.07,0.93,0.93,1,0,0,255,237,0.93,0.01,0,0,0,0,0.19,0.2
3780,8193,icmp,61,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,13,0.05,0.84,0,0,0,0,0.82,0
12086,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,1,0.06,0,0.94,1,0,1,0,255,1,0,1,0,0,0.04,0,0.96,1
13797,0,icmp,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,1,1,0.4,0.2,0,255,28,0.11,0.58,0.01,0,0,0,0.94,1
2894,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,9,0,0,1,1,0.03,0.06,0,255,9,0.04,0.06,0,0,0,0,1,1
14636,0,udp,50,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.02,0,0,0,0,0
9321,0,icmp,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.05,0,0,0,0,1,1
22035,0,icmp,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,16,1,1,0,0,0.1,0.09,0,255,16,0.06,0.09,0,0,1,1,0,0
198,0,icmp,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,4,0,0,1,1,0.02,0.07,0,255,4,0.02,0.08,0,0,0,0,1,1
16052,0,udp,50,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0
16516,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,431,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
19569,0,icmp,25,2,261,2711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,225,0.88,0.02,0,0,0,0,0.07,0
21529,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,1,0,0,0.98,1,0,1,0,255,1,0,1,0,0,0,0,1,1
20420,0,icmp,25,2,346,468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,187,255,1,0,0.01,0.01,0,0,0,0
5098,0,icmp,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,1,1,0,0,0.01,0.11,0,255,1,0,0.11,0,0,1,1,0,0
5658,0,icmp,25,2,178,22208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,1,0,0.38,157,255,1,0,0.01,0.04,0,0,0,0
13950,284,icmp,20,2,160,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,162,9,0.06,0.66,0.01,0,0,0,0.67,0.11
13515,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,90,0.35,0.14,0,0,0,0,0.63,0
16489,0,icmp,25,2,233,1783,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
6712,0,tcp,16,2,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,374,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
5566,0,icmp,25,2,301,1420,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0,0,0,0
2608,0,icmp,25,2,285,347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,45,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0,0
9687,0,udp,50,2,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,253,0.99,0.01,0.01,0,0,0,0,0
21282,0,icmp,25,2,229,1481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,105,255,1,0,0.01,0.02,0,0,0,0
5163,0,udp,12,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0.33,255,253,0.99,0.01,0.01,0,0,0,0,0
4038,1,icmp,55,2,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0.67,0.67,0,255,245,0.96,0.04,0,0,0,0,0.04,0
9,0,icmp,20,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,52,26,0.5,0.08,0.02,0,0,0,0,0
8193,0,icmp,25,2,233,1075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,224,0.88,0.02,0,0,0,0,0,0
8079,0,udp,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,0,0,0,0,0.11,0.61,0,255,11,0.04,0.56,0.9,0,0,0,0.1,0
6937,7406,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,213,0.84,0.02,0,0,0.27,0.32,0.01,0.01
1616,8217,icmp,61,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,7,0.03,0.85,0,0,0,0,0.84,0
7024,0,udp,50,2,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,19,18,0.95,0.11,0.05,0,0,0,0,0
5603,0,icmp,25,2,205,5878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,1,0,0.23,11,255,1,0,0.09,0.04,0,0,0,0
2942,906,icmp,25,5,57964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,253,0.99,0.01,0,0,0,0,0,0
5756,0,icmp,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,79,1,1,0,0,1,0,0,91,79,0.87,0.02,0.01,0,0.87,1,0,0
9277,0,tcp,16,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,243,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0
13985,0,udp,50,2,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,111,110,0.99,0.02,0.01,0,0,0,0,0
901,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,17,0,0,1,1,0.12,0.06,0,255,17,0.07,0.05,0,0,0,0,1,1
15274,0,icmp,20,2,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,79,19,0.24,0.04,0.24,0,0,0,0,0
22128,0,udp,12,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0.67,255,251,0.98,0.01,0,0,0,0,0,0
7509,0,icmp,25,2,197,5989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
1668,0,icmp,25,2,304,6924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,1,0,0.3,40,255,1,0,0.03,0.02,0,0,0,0
14532,0,icmp,61,7,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,255,87,0.34,0.58,0,0,0.24,0.71,0.57,0
16345,3,icmp,48,2,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,248,0.97,0.01,0,0,0,0,0,0
12231,0,icmp,25,2,221,2270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,1,0,0,20,255,1,0,0.05,0.01,0,0.01,0,0
9136,0,icmp,25,2,225,702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,228,255,1,0,0,0.01,0,0,0,0
1901,0,icmp,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0.14,0,0.72,1,0,0.79,11,78,0.45,0.27,0.09,0.03,1,0.06,0,0.63
21075,7362,icmp,61,2,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,223,0.87,0.02,0,0,0.27,0.31,0.01,0
379,0,icmp,25,2,78202,1203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0
18610,0,icmp,25,2,145,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.04,0,0,0,0
21772,0,icmp,61,2,127,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,250,0.98,0.01,0,0,0,0,0.02,0.02
7375,0,icmp,25,2,207,397,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0.33,27,122,1,0,0.04,0.09,0,0,0,0
6757,0,icmp,25,2,54540,8314,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,1,0,0.3,255,251,0.98,0.01,0,0,0,0,0,0
15259,0,icmp,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,18,0,0,1,1,0.07,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1
11456,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,1,0.05,0,0.95,1,0,1,0,255,1,0,1,0,0,0.05,0,0.95,1
3727,4,icmp,48,2,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,198,0.78,0.02,0,0,0,0,0.07,0
3613,0,icmp,55,2,1488,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,17,0.07,0.87,0,0,0,0,0.86,0
951,0,tcp,16,2,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,183,0.72,0.02,0.72,0,0,0,0,0
1387,41,icmp,61,2,123,16507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,147,2,0.01,0.04,0.01,0,0,0,0,0
9263,0,icmp,25,2,227,9267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,159,255,1,0,0.01,0.01,0,0,0,0
3798,0,icmp,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1,0.03,0,0.97,1,0,1,0,255,1,0,1,0,0,0,0,1,1
13968,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,1,0,0,1,1,0.01,0.06,0,255,1,0,0.06,0,0,0,0,1,1
21191,684,icmp,61,2,2715,13392,0,0,0,1,1,1,8,0,0,3,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,14,0.05,0.71,0,0,0,0,0.68,0.07
323,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,14,0,0,1,1,0.1,0.06,0,255,14,0.05,0.05,0,0,0,0,1,1
5341,0,icmp,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,20,1,1,0,0,0.15,0.05,0,255,20,0.08,0.05,0,0,1,1,0,0
20713,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,1,0.11,0,0.88,1,0,1,0,255,1,0,0.93,0,0,0.13,0,0.86,1
19621,0,icmp,55,2,0,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,162,196,0.77,0.03,0.01,0.01,0,0,0.01,0.02
8560,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,16,0,0,1,1,0.12,0.06,0,255,16,0.06,0.05,0,0,0,0,1,1
16721,0,udp,12,2,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0,0
1816,0,icmp,25,2,266,2395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0
11571,0,icmp,25,2,359,771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,110,255,1,0,0.01,0.02,0,0,0,0
3249,0,icmp,55,2,1407,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,137,150,0.42,0.05,0.01,0.01,0,0,0.02,0.02
15329,0,icmp,25,2,242,810,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,39,203,1,0,0.03,0.04,0,0,0,0
101,0,icmp,20,2,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,155,71,0.46,0.03,0.01,0,0,0,0,0
137,0,udp,50,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0
8751,0,icmp,25,2,243,4907,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0.5,8,255,1,0,0.12,0.02,0,0,0,0
4389,0,icmp,25,2,283,16283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,11,255,1,0,0.09,0.01,0,0,0,0
10884,0,icmp,20,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,7,13,1,0,1,0.23,0,0,0,0
14452,0,icmp,61,2,21,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0.21,0.75,0.57,0.5,0.75,0.93,255,40,0.16,0.02,0,0,0,0,0.24,0.5
3117,0,tcp,16,2,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,187,64,0.34,0.03,0.34,0,0,0,0.6,0
21002,0,icmp,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,18,0,0,1,1,0.08,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1
9413,0,icmp,25,2,387,317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,51,255,1,0,0.02,0.01,0,0,0,0
21622,0,udp,50,2,51,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,255,1,0,0.87,0,0,0,0,0
21832,0,icmp,25,2,300,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,233,0.91,0.01,0,0,0,0,0.02,0
1433,0,icmp,25,2,269,484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,253,1,0,0.5,0.04,0,0,0,0
16883,0,icmp,25,2,370,2820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,255,255,1,0,0,0,0,0,0,0
20000,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,11,1,1,0,0,0.09,0.07,0,255,11,0.04,0.06,0,0,1,1,0,0
10284,0,icmp,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,20,1,1,0,0,0.16,0.07,0,255,20,0.08,0.06,0,0,1,1,0,0
761,280,icmp,20,2,283618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,8,14,1,0,1,0.21,0,0,0,0
18843,0,icmp,25,2,320,13537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,0,0,25,255,1,0,0.04,0.03,0,0,0,0
12413,0,icmp,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0.08,1,0.92,1,0,0.92,255,38,0.15,0.03,0,0,0,0.03,0.46,0.84
21667,0,udp,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0.23,0.26,0,255,7,0.03,0.9,0.13,0,0,0,0.87,0
9807,0,icmp,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.29,0.28,0,0,0,0.28,1
8190,0,icmp,25,2,235,3809,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,35,255,1,0,0.03,0.02,0,0,0,0
9374,0,icmp,25,2,303,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0.18,1,255,1,0,1,0.05,0,0,0,0
13821,0,icmp,25,2,304,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,225,0.88,0.02,0,0,0,0,0.07,0
13909,0,icmp,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,0,75,11,0.15,0.23,0.01,0,0.03,0.18,0.07,0
20084,0,icmp,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13,1,1,0,0,0.13,0.06,0,255,13,0.05,0.05,0,0,1,1,0,0
